# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-10 17:07:34 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01554000 Susquehanna River at Sunbury, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01554000
#            TS   parameter     statistic     Description
#        119098       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	119098_00060_00003	119098_00060_00003_cd
USGS	01554000	1947-03-16	89500	A
USGS	01554000	1947-03-17	82700	A
USGS	01554000	1947-03-18	64300	A
USGS	01554000	1947-03-19	50000	A
USGS	01554000	1947-03-20	41000	A
USGS	01554000	1947-03-21	35400	A
USGS	01554000	1947-03-22	32600	A
USGS	01554000	1947-03-23	31200	A
USGS	01554000	1947-03-24	31200	A
USGS	01554000	1947-03-25	39000	A
USGS	01554000	1947-03-26	86200	A
USGS	01554000	1947-03-27	105000	A
USGS	01554000	1947-03-28	82700	A
USGS	01554000	1947-03-29	64300	A
USGS	01554000	1947-03-30	53100	A
USGS	01554000	1947-03-31	45500	A
USGS	01554000	1947-04-01	39600	A
USGS	01554000	1947-04-02	35400	A
USGS	01554000	1947-04-03	36800	A
USGS	01554000	1947-04-04	53100	A
USGS	01554000	1947-04-05	65900	A
USGS	01554000	1947-04-06	158000	A
USGS	01554000	1947-04-07	200000	A
USGS	01554000	1947-04-08	161000	A
USGS	01554000	1947-04-09	110000	A
USGS	01554000	1947-04-10	87800	A
USGS	01554000	1947-04-11	70800	A
USGS	01554000	1947-04-12	59500	A
USGS	01554000	1947-04-13	53100	A
USGS	01554000	1947-04-14	47000	A
USGS	01554000	1947-04-15	44000	A
USGS	01554000	1947-04-16	39600	A
USGS	01554000	1947-04-17	39600	A
USGS	01554000	1947-04-18	39600	A
USGS	01554000	1947-04-19	39600	A
USGS	01554000	1947-04-20	36800	A
USGS	01554000	1947-04-21	35400	A
USGS	01554000	1947-04-22	47000	A
USGS	01554000	1947-04-23	62700	A
USGS	01554000	1947-04-24	56300	A
USGS	01554000	1947-04-25	48500	A
USGS	01554000	1947-04-26	47000	A
USGS	01554000	1947-04-27	50000	A
USGS	01554000	1947-04-28	59500	A
USGS	01554000	1947-04-29	54700	A
USGS	01554000	1947-04-30	48500	A
USGS	01554000	1947-05-01	45500	A
USGS	01554000	1947-05-02	48500	A
USGS	01554000	1947-05-03	59500	A
USGS	01554000	1947-05-04	69100	A
USGS	01554000	1947-05-05	70800	A
USGS	01554000	1947-05-06	79300	A
USGS	01554000	1947-05-07	98000	A
USGS	01554000	1947-05-08	89500	A
USGS	01554000	1947-05-09	84400	A
USGS	01554000	1947-05-10	72500	A
USGS	01554000	1947-05-11	61100	A
USGS	01554000	1947-05-12	50000	A
USGS	01554000	1947-05-13	42500	A
USGS	01554000	1947-05-14	38200	A
USGS	01554000	1947-05-15	41000	A
USGS	01554000	1947-05-16	51500	A
USGS	01554000	1947-05-17	45500	A
USGS	01554000	1947-05-18	41000	A
USGS	01554000	1947-05-19	44000	A
USGS	01554000	1947-05-20	62700	A
USGS	01554000	1947-05-21	61100	A
USGS	01554000	1947-05-22	69100	A
USGS	01554000	1947-05-23	98000	A
USGS	01554000	1947-05-24	107000	A
USGS	01554000	1947-05-25	82700	A
USGS	01554000	1947-05-26	82700	A
USGS	01554000	1947-05-27	94600	A
USGS	01554000	1947-05-28	75900	A
USGS	01554000	1947-05-29	61100	A
USGS	01554000	1947-05-30	62700	A
USGS	01554000	1947-05-31	61100	A
USGS	01554000	1947-06-01	54700	A
USGS	01554000	1947-06-02	44000	A
USGS	01554000	1947-06-03	36800	A
USGS	01554000	1947-06-04	42300	A
USGS	01554000	1947-06-05	77600	A
USGS	01554000	1947-06-06	51500	A
USGS	01554000	1947-06-07	44000	A
USGS	01554000	1947-06-08	48500	A
USGS	01554000	1947-06-09	54700	A
USGS	01554000	1947-06-10	53100	A
USGS	01554000	1947-06-11	44000	A
USGS	01554000	1947-06-12	36800	A
USGS	01554000	1947-06-13	30600	A
USGS	01554000	1947-06-14	26600	A
USGS	01554000	1947-06-15	31200	A
USGS	01554000	1947-06-16	38200	A
USGS	01554000	1947-06-17	42500	A
USGS	01554000	1947-06-18	36800	A
USGS	01554000	1947-06-19	29900	A
USGS	01554000	1947-06-20	25400	A
USGS	01554000	1947-06-21	22200	A
USGS	01554000	1947-06-22	19800	A
USGS	01554000	1947-06-23	17500	A
USGS	01554000	1947-06-24	16400	A
USGS	01554000	1947-06-25	15300	A
USGS	01554000	1947-06-26	14200	A
USGS	01554000	1947-06-27	13200	A
USGS	01554000	1947-06-28	12900	A
USGS	01554000	1947-06-29	12500	A
USGS	01554000	1947-06-30	11900	A
USGS	01554000	1947-07-01	11400	A
USGS	01554000	1947-07-02	12800	A
USGS	01554000	1947-07-03	14200	A
USGS	01554000	1947-07-04	13200	A
USGS	01554000	1947-07-05	12100	A
USGS	01554000	1947-07-06	12500	A
USGS	01554000	1947-07-07	12400	A
USGS	01554000	1947-07-08	24400	A
USGS	01554000	1947-07-09	44000	A
USGS	01554000	1947-07-10	44000	A
USGS	01554000	1947-07-11	42500	A
USGS	01554000	1947-07-12	33300	A
USGS	01554000	1947-07-13	29900	A
USGS	01554000	1947-07-14	28600	A
USGS	01554000	1947-07-15	27300	A
USGS	01554000	1947-07-16	28600	A
USGS	01554000	1947-07-17	35400	A
USGS	01554000	1947-07-18	35400	A
USGS	01554000	1947-07-19	31200	A
USGS	01554000	1947-07-20	31900	A
USGS	01554000	1947-07-21	27300	A
USGS	01554000	1947-07-22	34000	A
USGS	01554000	1947-07-23	38200	A
USGS	01554000	1947-07-24	33300	A
USGS	01554000	1947-07-25	35400	A
USGS	01554000	1947-07-26	31900	A
USGS	01554000	1947-07-27	24700	A
USGS	01554000	1947-07-28	26000	A
USGS	01554000	1947-07-29	29200	A
USGS	01554000	1947-07-30	24000	A
USGS	01554000	1947-07-31	20400	A
USGS	01554000	1947-08-01	19800	A
USGS	01554000	1947-08-02	21000	A
USGS	01554000	1947-08-03	17500	A
USGS	01554000	1947-08-04	15300	A
USGS	01554000	1947-08-05	13700	A
USGS	01554000	1947-08-06	12300	A
USGS	01554000	1947-08-07	11300	A
USGS	01554000	1947-08-08	10400	A
USGS	01554000	1947-08-09	9850	A
USGS	01554000	1947-08-10	10600	A
USGS	01554000	1947-08-11	11200	A
USGS	01554000	1947-08-12	12400	A
USGS	01554000	1947-08-13	13700	A
USGS	01554000	1947-08-14	11600	A
USGS	01554000	1947-08-15	10300	A
USGS	01554000	1947-08-16	9580	A
USGS	01554000	1947-08-17	9390	A
USGS	01554000	1947-08-18	13200	A
USGS	01554000	1947-08-19	13200	A
USGS	01554000	1947-08-20	15300	A
USGS	01554000	1947-08-21	13700	A
USGS	01554000	1947-08-22	14200	A
USGS	01554000	1947-08-23	15700	A
USGS	01554000	1947-08-24	23400	A
USGS	01554000	1947-08-25	16400	A
USGS	01554000	1947-08-26	13700	A
USGS	01554000	1947-08-27	13200	A
USGS	01554000	1947-08-28	12500	A
USGS	01554000	1947-08-29	11300	A
USGS	01554000	1947-08-30	11400	A
USGS	01554000	1947-08-31	12100	A
USGS	01554000	1947-09-01	11300	A
USGS	01554000	1947-09-02	12300	A
USGS	01554000	1947-09-03	14800	A
USGS	01554000	1947-09-04	20400	A
USGS	01554000	1947-09-05	20400	A
USGS	01554000	1947-09-06	15300	A
USGS	01554000	1947-09-07	12900	A
USGS	01554000	1947-09-08	12600	A
USGS	01554000	1947-09-09	10800	A
USGS	01554000	1947-09-10	9310	A
USGS	01554000	1947-09-11	8240	A
USGS	01554000	1947-09-12	7410	A
USGS	01554000	1947-09-13	6930	A
USGS	01554000	1947-09-14	6780	A
USGS	01554000	1947-09-15	6700	A
USGS	01554000	1947-09-16	7250	A
USGS	01554000	1947-09-17	8500	A
USGS	01554000	1947-09-18	7740	A
USGS	01554000	1947-09-19	6780	A
USGS	01554000	1947-09-20	6320	A
USGS	01554000	1947-09-21	5960	A
USGS	01554000	1947-09-22	5960	A
USGS	01554000	1947-09-23	5960	A
USGS	01554000	1947-09-24	5820	A
USGS	01554000	1947-09-25	5610	A
USGS	01554000	1947-09-26	5470	A
USGS	01554000	1947-09-27	5270	A
USGS	01554000	1947-09-28	5010	A
USGS	01554000	1947-09-29	4750	A
USGS	01554000	1947-09-30	4570	A
USGS	01554000	1947-10-01	4450	A
USGS	01554000	1947-10-02	4210	A
USGS	01554000	1947-10-03	3980	A
USGS	01554000	1947-10-04	3880	A
USGS	01554000	1947-10-05	3820	A
USGS	01554000	1947-10-06	3760	A
USGS	01554000	1947-10-07	3710	A
USGS	01554000	1947-10-08	3660	A
USGS	01554000	1947-10-09	3550	A
USGS	01554000	1947-10-10	3450	A
USGS	01554000	1947-10-11	3350	A
USGS	01554000	1947-10-12	3300	A
USGS	01554000	1947-10-13	3250	A
USGS	01554000	1947-10-14	3200	A
USGS	01554000	1947-10-15	3150	A
USGS	01554000	1947-10-16	3100	A
USGS	01554000	1947-10-17	3100	A
USGS	01554000	1947-10-18	3060	A
USGS	01554000	1947-10-19	3060	A
USGS	01554000	1947-10-20	2960	A
USGS	01554000	1947-10-21	2960	A
USGS	01554000	1947-10-22	3010	A
USGS	01554000	1947-10-23	3060	A
USGS	01554000	1947-10-24	3010	A
USGS	01554000	1947-10-25	2920	A
USGS	01554000	1947-10-26	2880	A
USGS	01554000	1947-10-27	2830	A
USGS	01554000	1947-10-28	2830	A
USGS	01554000	1947-10-29	3010	A
USGS	01554000	1947-10-30	3250	A
USGS	01554000	1947-10-31	3550	A
USGS	01554000	1947-11-01	3880	A
USGS	01554000	1947-11-02	3980	A
USGS	01554000	1947-11-03	3820	A
USGS	01554000	1947-11-04	4270	A
USGS	01554000	1947-11-05	6700	A
USGS	01554000	1947-11-06	6700	A
USGS	01554000	1947-11-07	6700	A
USGS	01554000	1947-11-08	8370	A
USGS	01554000	1947-11-09	18600	A
USGS	01554000	1947-11-10	21000	A
USGS	01554000	1947-11-11	21600	A
USGS	01554000	1947-11-12	23400	A
USGS	01554000	1947-11-13	29200	A
USGS	01554000	1947-11-14	29200	A
USGS	01554000	1947-11-15	25800	A
USGS	01554000	1947-11-16	21900	A
USGS	01554000	1947-11-17	18300	A
USGS	01554000	1947-11-18	16000	A
USGS	01554000	1947-11-19	13800	A
USGS	01554000	1947-11-20	12700	A
USGS	01554000	1947-11-21	11800	A
USGS	01554000	1947-11-22	10700	A
USGS	01554000	1947-11-23	10000	A
USGS	01554000	1947-11-24	9850	A
USGS	01554000	1947-11-25	12700	A
USGS	01554000	1947-11-26	16500	A
USGS	01554000	1947-11-27	21900	A
USGS	01554000	1947-11-28	20100	A
USGS	01554000	1947-11-29	18300	A
USGS	01554000	1947-11-30	16000	A
USGS	01554000	1947-12-01	14300	A
USGS	01554000	1947-12-02	12000	A
USGS	01554000	1947-12-03	10600	A
USGS	01554000	1947-12-04	10300	A
USGS	01554000	1947-12-05	10400	A
USGS	01554000	1947-12-06	10500	A
USGS	01554000	1947-12-07	10800	A
USGS	01554000	1947-12-08	12000	A
USGS	01554000	1947-12-09	13200	A
USGS	01554000	1947-12-10	14800	A
USGS	01554000	1947-12-11	18300	A
USGS	01554000	1947-12-12	19500	A
USGS	01554000	1947-12-13	17700	A
USGS	01554000	1947-12-14	15400	A
USGS	01554000	1947-12-15	13800	A
USGS	01554000	1947-12-16	12700	A
USGS	01554000	1947-12-17	14500	A
USGS	01554000	1947-12-18	17000	A
USGS	01554000	1947-12-19	20000	A
USGS	01554000	1947-12-20	18000	A
USGS	01554000	1947-12-21	15500	A
USGS	01554000	1947-12-22	14000	A
USGS	01554000	1947-12-23	13000	A
USGS	01554000	1947-12-24	12500	A
USGS	01554000	1947-12-25	11000	A
USGS	01554000	1947-12-26	9600	A
USGS	01554000	1947-12-27	9000	A
USGS	01554000	1947-12-28	8800	A
USGS	01554000	1947-12-29	8400	A
USGS	01554000	1947-12-30	7600	A
USGS	01554000	1947-12-31	7600	A
USGS	01554000	1948-01-01	8200	A
USGS	01554000	1948-01-02	14500	A
USGS	01554000	1948-01-03	17500	A
USGS	01554000	1948-01-04	18000	A
USGS	01554000	1948-01-05	17700	A
USGS	01554000	1948-01-06	16000	A
USGS	01554000	1948-01-07	14500	A
USGS	01554000	1948-01-08	13500	A
USGS	01554000	1948-01-09	12500	A
USGS	01554000	1948-01-10	12000	A
USGS	01554000	1948-01-11	12000	A
USGS	01554000	1948-01-12	11000	A
USGS	01554000	1948-01-13	10500	A
USGS	01554000	1948-01-14	10500	A
USGS	01554000	1948-01-15	9800	A
USGS	01554000	1948-01-16	8000	A
USGS	01554000	1948-01-17	8400	A
USGS	01554000	1948-01-18	7200	A
USGS	01554000	1948-01-19	7000	A
USGS	01554000	1948-01-20	6300	A
USGS	01554000	1948-01-21	6300	A
USGS	01554000	1948-01-22	7000	A
USGS	01554000	1948-01-23	7400	A
USGS	01554000	1948-01-24	7200	A
USGS	01554000	1948-01-25	5900	A
USGS	01554000	1948-01-26	5400	A
USGS	01554000	1948-01-27	5300	A
USGS	01554000	1948-01-28	5700	A
USGS	01554000	1948-01-29	6600	A
USGS	01554000	1948-01-30	7000	A
USGS	01554000	1948-01-31	6600	A
USGS	01554000	1948-02-01	6300	A
USGS	01554000	1948-02-02	6200	A
USGS	01554000	1948-02-03	6400	A
USGS	01554000	1948-02-04	6400	A
USGS	01554000	1948-02-05	6100	A
USGS	01554000	1948-02-06	5900	A
USGS	01554000	1948-02-07	6300	A
USGS	01554000	1948-02-08	6200	A
USGS	01554000	1948-02-09	6000	A
USGS	01554000	1948-02-10	6000	A
USGS	01554000	1948-02-11	5900	A
USGS	01554000	1948-02-12	5900	A
USGS	01554000	1948-02-13	5800	A
USGS	01554000	1948-02-14	6600	A
USGS	01554000	1948-02-15	11000	A
USGS	01554000	1948-02-16	19000	A
USGS	01554000	1948-02-17	28000	A
USGS	01554000	1948-02-18	33000	A
USGS	01554000	1948-02-19	50000	A
USGS	01554000	1948-02-20	80000	A
USGS	01554000	1948-02-21	109000	A
USGS	01554000	1948-02-22	94600	A
USGS	01554000	1948-02-23	69100	A
USGS	01554000	1948-02-24	52400	A
USGS	01554000	1948-02-25	41500	A
USGS	01554000	1948-02-26	38500	A
USGS	01554000	1948-02-27	37100	A
USGS	01554000	1948-02-28	38500	A
USGS	01554000	1948-02-29	44500	A
USGS	01554000	1948-03-01	58900	A
USGS	01554000	1948-03-02	54000	A
USGS	01554000	1948-03-03	44500	A
USGS	01554000	1948-03-04	38500	A
USGS	01554000	1948-03-05	33600	A
USGS	01554000	1948-03-06	28200	A
USGS	01554000	1948-03-07	25600	A
USGS	01554000	1948-03-08	25000	A
USGS	01554000	1948-03-09	25000	A
USGS	01554000	1948-03-10	26300	A
USGS	01554000	1948-03-11	27000	A
USGS	01554000	1948-03-12	26300	A
USGS	01554000	1948-03-13	22500	A
USGS	01554000	1948-03-14	19500	A
USGS	01554000	1948-03-15	19500	A
USGS	01554000	1948-03-16	29100	A
USGS	01554000	1948-03-17	91600	A
USGS	01554000	1948-03-18	166000	A
USGS	01554000	1948-03-19	152000	A
USGS	01554000	1948-03-20	146000	A
USGS	01554000	1948-03-21	184000	A
USGS	01554000	1948-03-22	202000	A
USGS	01554000	1948-03-23	223000	A
USGS	01554000	1948-03-24	230000	A
USGS	01554000	1948-03-25	178000	A
USGS	01554000	1948-03-26	123000	A
USGS	01554000	1948-03-27	89500	A
USGS	01554000	1948-03-28	72500	A
USGS	01554000	1948-03-29	64000	A
USGS	01554000	1948-03-30	57200	A
USGS	01554000	1948-03-31	50800	A
USGS	01554000	1948-04-01	54000	A
USGS	01554000	1948-04-02	69100	A
USGS	01554000	1948-04-03	82700	A
USGS	01554000	1948-04-04	84400	A
USGS	01554000	1948-04-05	67400	A
USGS	01554000	1948-04-06	55600	A
USGS	01554000	1948-04-07	47600	A
USGS	01554000	1948-04-08	46000	A
USGS	01554000	1948-04-09	44500	A
USGS	01554000	1948-04-10	40000	A
USGS	01554000	1948-04-11	34300	A
USGS	01554000	1948-04-12	45800	A
USGS	01554000	1948-04-13	101000	A
USGS	01554000	1948-04-14	140000	A
USGS	01554000	1948-04-15	217000	A
USGS	01554000	1948-04-16	224000	A
USGS	01554000	1948-04-17	146000	A
USGS	01554000	1948-04-18	99700	A
USGS	01554000	1948-04-19	74200	A
USGS	01554000	1948-04-20	58900	A
USGS	01554000	1948-04-21	52400	A
USGS	01554000	1948-04-22	52400	A
USGS	01554000	1948-04-23	49200	A
USGS	01554000	1948-04-24	46000	A
USGS	01554000	1948-04-25	41500	A
USGS	01554000	1948-04-26	40000	A
USGS	01554000	1948-04-27	41500	A
USGS	01554000	1948-04-28	40000	A
USGS	01554000	1948-04-29	38500	A
USGS	01554000	1948-04-30	41500	A
USGS	01554000	1948-05-01	37100	A
USGS	01554000	1948-05-02	33600	A
USGS	01554000	1948-05-03	31500	A
USGS	01554000	1948-05-04	30800	A
USGS	01554000	1948-05-05	30800	A
USGS	01554000	1948-05-06	37100	A
USGS	01554000	1948-05-07	43000	A
USGS	01554000	1948-05-08	47600	A
USGS	01554000	1948-05-09	46000	A
USGS	01554000	1948-05-10	43000	A
USGS	01554000	1948-05-11	38500	A
USGS	01554000	1948-05-12	34300	A
USGS	01554000	1948-05-13	35000	A
USGS	01554000	1948-05-14	38500	A
USGS	01554000	1948-05-15	46000	A
USGS	01554000	1948-05-16	54000	A
USGS	01554000	1948-05-17	60600	A
USGS	01554000	1948-05-18	67400	A
USGS	01554000	1948-05-19	67400	A
USGS	01554000	1948-05-20	57200	A
USGS	01554000	1948-05-21	52400	A
USGS	01554000	1948-05-22	46000	A
USGS	01554000	1948-05-23	44500	A
USGS	01554000	1948-05-24	38500	A
USGS	01554000	1948-05-25	72400	A
USGS	01554000	1948-05-26	74200	A
USGS	01554000	1948-05-27	54000	A
USGS	01554000	1948-05-28	40000	A
USGS	01554000	1948-05-29	33600	A
USGS	01554000	1948-05-30	32200	A
USGS	01554000	1948-05-31	31500	A
USGS	01554000	1948-06-01	27000	A
USGS	01554000	1948-06-02	23100	A
USGS	01554000	1948-06-03	20100	A
USGS	01554000	1948-06-04	17700	A
USGS	01554000	1948-06-05	16000	A
USGS	01554000	1948-06-06	14300	A
USGS	01554000	1948-06-07	13200	A
USGS	01554000	1948-06-08	14300	A
USGS	01554000	1948-06-09	16500	A
USGS	01554000	1948-06-10	22500	A
USGS	01554000	1948-06-11	21300	A
USGS	01554000	1948-06-12	18900	A
USGS	01554000	1948-06-13	17100	A
USGS	01554000	1948-06-14	15400	A
USGS	01554000	1948-06-15	14300	A
USGS	01554000	1948-06-16	14300	A
USGS	01554000	1948-06-17	13800	A
USGS	01554000	1948-06-18	12000	A
USGS	01554000	1948-06-19	11700	A
USGS	01554000	1948-06-20	13200	A
USGS	01554000	1948-06-21	14800	A
USGS	01554000	1948-06-22	19500	A
USGS	01554000	1948-06-23	16000	A
USGS	01554000	1948-06-24	14300	A
USGS	01554000	1948-06-25	14800	A
USGS	01554000	1948-06-26	16000	A
USGS	01554000	1948-06-27	16000	A
USGS	01554000	1948-06-28	19800	A
USGS	01554000	1948-06-29	30200	A
USGS	01554000	1948-06-30	21900	A
USGS	01554000	1948-07-01	17700	A
USGS	01554000	1948-07-02	16000	A
USGS	01554000	1948-07-03	14300	A
USGS	01554000	1948-07-04	12700	A
USGS	01554000	1948-07-05	10700	A
USGS	01554000	1948-07-06	9940	A
USGS	01554000	1948-07-07	9490	A
USGS	01554000	1948-07-08	9400	A
USGS	01554000	1948-07-09	8680	A
USGS	01554000	1948-07-10	8760	A
USGS	01554000	1948-07-11	8520	A
USGS	01554000	1948-07-12	7960	A
USGS	01554000	1948-07-13	8180	A
USGS	01554000	1948-07-14	15400	A
USGS	01554000	1948-07-15	13800	A
USGS	01554000	1948-07-16	11100	A
USGS	01554000	1948-07-17	9940	A
USGS	01554000	1948-07-18	9000	A
USGS	01554000	1948-07-19	8040	A
USGS	01554000	1948-07-20	7650	A
USGS	01554000	1948-07-21	7720	A
USGS	01554000	1948-07-22	11100	A
USGS	01554000	1948-07-23	12700	A
USGS	01554000	1948-07-24	22500	A
USGS	01554000	1948-07-25	26300	A
USGS	01554000	1948-07-26	21300	A
USGS	01554000	1948-07-27	17700	A
USGS	01554000	1948-07-28	14300	A
USGS	01554000	1948-07-29	11700	A
USGS	01554000	1948-07-30	9940	A
USGS	01554000	1948-07-31	8760	A
USGS	01554000	1948-08-01	7800	A
USGS	01554000	1948-08-02	7050	A
USGS	01554000	1948-08-03	6560	A
USGS	01554000	1948-08-04	6140	A
USGS	01554000	1948-08-05	5860	A
USGS	01554000	1948-08-06	6210	A
USGS	01554000	1948-08-07	7280	A
USGS	01554000	1948-08-08	9320	A
USGS	01554000	1948-08-09	11700	A
USGS	01554000	1948-08-10	11100	A
USGS	01554000	1948-08-11	9940	A
USGS	01554000	1948-08-12	8600	A
USGS	01554000	1948-08-13	7420	A
USGS	01554000	1948-08-14	6980	A
USGS	01554000	1948-08-15	7580	A
USGS	01554000	1948-08-16	10900	A
USGS	01554000	1948-08-17	10100	A
USGS	01554000	1948-08-18	9080	A
USGS	01554000	1948-08-19	8440	A
USGS	01554000	1948-08-20	7350	A
USGS	01554000	1948-08-21	6980	A
USGS	01554000	1948-08-22	6910	A
USGS	01554000	1948-08-23	6770	A
USGS	01554000	1948-08-24	6420	A
USGS	01554000	1948-08-25	6280	A
USGS	01554000	1948-08-26	6070	A
USGS	01554000	1948-08-27	5650	A
USGS	01554000	1948-08-28	5200	A
USGS	01554000	1948-08-29	4880	A
USGS	01554000	1948-08-30	4520	A
USGS	01554000	1948-08-31	4120	A
USGS	01554000	1948-09-01	3850	A
USGS	01554000	1948-09-02	3630	A
USGS	01554000	1948-09-03	3360	A
USGS	01554000	1948-09-04	3250	A
USGS	01554000	1948-09-05	3200	A
USGS	01554000	1948-09-06	3050	A
USGS	01554000	1948-09-07	3000	A
USGS	01554000	1948-09-08	2950	A
USGS	01554000	1948-09-09	2950	A
USGS	01554000	1948-09-10	3050	A
USGS	01554000	1948-09-11	3100	A
USGS	01554000	1948-09-12	3050	A
USGS	01554000	1948-09-13	3050	A
USGS	01554000	1948-09-14	2950	A
USGS	01554000	1948-09-15	2760	A
USGS	01554000	1948-09-16	2620	A
USGS	01554000	1948-09-17	2480	A
USGS	01554000	1948-09-18	2480	A
USGS	01554000	1948-09-19	2400	A
USGS	01554000	1948-09-20	2440	A
USGS	01554000	1948-09-21	2350	A
USGS	01554000	1948-09-22	2350	A
USGS	01554000	1948-09-23	2310	A
USGS	01554000	1948-09-24	2270	A
USGS	01554000	1948-09-25	2270	A
USGS	01554000	1948-09-26	2270	A
USGS	01554000	1948-09-27	2230	A
USGS	01554000	1948-09-28	2230	A
USGS	01554000	1948-09-29	2230	A
USGS	01554000	1948-09-30	2230	A
USGS	01554000	1948-10-01	2270	A
USGS	01554000	1948-10-02	2190	A
USGS	01554000	1948-10-03	2150	A
USGS	01554000	1948-10-04	2070	A
USGS	01554000	1948-10-05	2110	A
USGS	01554000	1948-10-06	2440	A
USGS	01554000	1948-10-07	2480	A
USGS	01554000	1948-10-08	2400	A
USGS	01554000	1948-10-09	2530	A
USGS	01554000	1948-10-10	2620	A
USGS	01554000	1948-10-11	2620	A
USGS	01554000	1948-10-12	3050	A
USGS	01554000	1948-10-13	3250	A
USGS	01554000	1948-10-14	3360	A
USGS	01554000	1948-10-15	3200	A
USGS	01554000	1948-10-16	3050	A
USGS	01554000	1948-10-17	3000	A
USGS	01554000	1948-10-18	4060	A
USGS	01554000	1948-10-19	5520	A
USGS	01554000	1948-10-20	5520	A
USGS	01554000	1948-10-21	5130	A
USGS	01554000	1948-10-22	4580	A
USGS	01554000	1948-10-23	4460	A
USGS	01554000	1948-10-24	4580	A
USGS	01554000	1948-10-25	4290	A
USGS	01554000	1948-10-26	3960	A
USGS	01554000	1948-10-27	3740	A
USGS	01554000	1948-10-28	3460	A
USGS	01554000	1948-10-29	3250	A
USGS	01554000	1948-10-30	3100	A
USGS	01554000	1948-10-31	3000	A
USGS	01554000	1948-11-01	2850	A
USGS	01554000	1948-11-02	2760	A
USGS	01554000	1948-11-03	3000	A
USGS	01554000	1948-11-04	3150	A
USGS	01554000	1948-11-05	3630	A
USGS	01554000	1948-11-06	4120	A
USGS	01554000	1948-11-07	15600	A
USGS	01554000	1948-11-08	20700	A
USGS	01554000	1948-11-09	17700	A
USGS	01554000	1948-11-10	18400	A
USGS	01554000	1948-11-11	17500	A
USGS	01554000	1948-11-12	15100	A
USGS	01554000	1948-11-13	13000	A
USGS	01554000	1948-11-14	12100	A
USGS	01554000	1948-11-15	11100	A
USGS	01554000	1948-11-16	9940	A
USGS	01554000	1948-11-17	9000	A
USGS	01554000	1948-11-18	8680	A
USGS	01554000	1948-11-19	8360	A
USGS	01554000	1948-11-20	21600	A
USGS	01554000	1948-11-21	36400	A
USGS	01554000	1948-11-22	37900	A
USGS	01554000	1948-11-23	35800	A
USGS	01554000	1948-11-24	31100	A
USGS	01554000	1948-11-25	29700	A
USGS	01554000	1948-11-26	26700	A
USGS	01554000	1948-11-27	23200	A
USGS	01554000	1948-11-28	20900	A
USGS	01554000	1948-11-29	19600	A
USGS	01554000	1948-11-30	19600	A
USGS	01554000	1948-12-01	19600	A
USGS	01554000	1948-12-02	18700	A
USGS	01554000	1948-12-03	17300	A
USGS	01554000	1948-12-04	16300	A
USGS	01554000	1948-12-05	15400	A
USGS	01554000	1948-12-06	16000	A
USGS	01554000	1948-12-07	20000	A
USGS	01554000	1948-12-08	23100	A
USGS	01554000	1948-12-09	25000	A
USGS	01554000	1948-12-10	24000	A
USGS	01554000	1948-12-11	21700	A
USGS	01554000	1948-12-12	19100	A
USGS	01554000	1948-12-13	17900	A
USGS	01554000	1948-12-14	19100	A
USGS	01554000	1948-12-15	20600	A
USGS	01554000	1948-12-16	22600	A
USGS	01554000	1948-12-17	30300	A
USGS	01554000	1948-12-18	40600	A
USGS	01554000	1948-12-19	36700	A
USGS	01554000	1948-12-20	31900	A
USGS	01554000	1948-12-21	27500	A
USGS	01554000	1948-12-22	23800	A
USGS	01554000	1948-12-23	21400	A
USGS	01554000	1948-12-24	19500	A
USGS	01554000	1948-12-25	17500	A
USGS	01554000	1948-12-26	14500	A
USGS	01554000	1948-12-27	11500	A
USGS	01554000	1948-12-28	10200	A
USGS	01554000	1948-12-29	10800	A
USGS	01554000	1948-12-30	52800	A
USGS	01554000	1948-12-31	152000	A
USGS	01554000	1949-01-01	151000	A
USGS	01554000	1949-01-02	113000	A
USGS	01554000	1949-01-03	83900	A
USGS	01554000	1949-01-04	62700	A
USGS	01554000	1949-01-05	51100	A
USGS	01554000	1949-01-06	77700	A
USGS	01554000	1949-01-07	128000	A
USGS	01554000	1949-01-08	126000	A
USGS	01554000	1949-01-09	101000	A
USGS	01554000	1949-01-10	79500	A
USGS	01554000	1949-01-11	64800	A
USGS	01554000	1949-01-12	57600	A
USGS	01554000	1949-01-13	51700	A
USGS	01554000	1949-01-14	45600	A
USGS	01554000	1949-01-15	39700	A
USGS	01554000	1949-01-16	34900	A
