# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-05-06 13:03:14 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01549700 Pine Creek bl L Pine Creek near Waterville, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01549700
#            TS   parameter     statistic     Description
#        119044       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	119044_00060_00003	119044_00060_00003_cd
USGS	01549700	1967-04-24	1730	A
USGS	01549700	1967-04-25	1890	A
USGS	01549700	1967-04-26	1730	A
USGS	01549700	1967-04-27	2070	A
USGS	01549700	1967-04-28	2410	A
USGS	01549700	1967-04-29	2320	A
USGS	01549700	1967-04-30	2190	A
USGS	01549700	1967-05-01	2100	A
USGS	01549700	1967-05-02	1950	A
USGS	01549700	1967-05-03	3200	A
USGS	01549700	1967-05-04	2620	A
USGS	01549700	1967-05-05	2460	A
USGS	01549700	1967-05-06	2240	A
USGS	01549700	1967-05-07	2590	A
USGS	01549700	1967-05-08	3540	A
USGS	01549700	1967-05-09	3370	A
USGS	01549700	1967-05-10	3250	A
USGS	01549700	1967-05-11	3230	A
USGS	01549700	1967-05-12	4110	A
USGS	01549700	1967-05-13	3920	A
USGS	01549700	1967-05-14	3610	A
USGS	01549700	1967-05-15	3600	A
USGS	01549700	1967-05-16	6510	A
USGS	01549700	1967-05-17	5450	A
USGS	01549700	1967-05-18	4280	A
USGS	01549700	1967-05-19	3460	A
USGS	01549700	1967-05-20	3690	A
USGS	01549700	1967-05-21	2770	A
USGS	01549700	1967-05-22	2430	A
USGS	01549700	1967-05-23	2290	A
USGS	01549700	1967-05-24	2190	A
USGS	01549700	1967-05-25	1790	A
USGS	01549700	1967-05-26	1550	A
USGS	01549700	1967-05-27	1320	A
USGS	01549700	1967-05-28	1260	A
USGS	01549700	1967-05-29	1150	A
USGS	01549700	1967-05-30	1520	A
USGS	01549700	1967-05-31	1200	A
USGS	01549700	1967-06-01	1010	A
USGS	01549700	1967-06-02	910	A
USGS	01549700	1967-06-03	850	A
USGS	01549700	1967-06-04	803	A
USGS	01549700	1967-06-05	739	A
USGS	01549700	1967-06-06	689	A
USGS	01549700	1967-06-07	648	A
USGS	01549700	1967-06-08	618	A
USGS	01549700	1967-06-09	587	A
USGS	01549700	1967-06-10	565	A
USGS	01549700	1967-06-11	821	A
USGS	01549700	1967-06-12	648	A
USGS	01549700	1967-06-13	583	A
USGS	01549700	1967-06-14	1640	A
USGS	01549700	1967-06-15	1350	A
USGS	01549700	1967-06-16	1020	A
USGS	01549700	1967-06-17	1350	A
USGS	01549700	1967-06-18	1350	A
USGS	01549700	1967-06-19	1090	A
USGS	01549700	1967-06-20	985	A
USGS	01549700	1967-06-21	830	A
USGS	01549700	1967-06-22	941	A
USGS	01549700	1967-06-23	952	A
USGS	01549700	1967-06-24	794	A
USGS	01549700	1967-06-25	648	A
USGS	01549700	1967-06-26	587	A
USGS	01549700	1967-06-27	521	A
USGS	01549700	1967-06-28	467	A
USGS	01549700	1967-06-29	415	A
USGS	01549700	1967-06-30	361	A
USGS	01549700	1967-07-01	367	A
USGS	01549700	1967-07-02	344	A
USGS	01549700	1967-07-03	686	A
USGS	01549700	1967-07-04	602	A
USGS	01549700	1967-07-05	722	A
USGS	01549700	1967-07-06	722	A
USGS	01549700	1967-07-07	594	A
USGS	01549700	1967-07-08	507	A
USGS	01549700	1967-07-09	453	A
USGS	01549700	1967-07-10	610	A
USGS	01549700	1967-07-11	579	A
USGS	01549700	1967-07-12	529	A
USGS	01549700	1967-07-13	494	A
USGS	01549700	1967-07-14	480	A
USGS	01549700	1967-07-15	460	A
USGS	01549700	1967-07-16	440	A
USGS	01549700	1967-07-17	415	A
USGS	01549700	1967-07-18	367	A
USGS	01549700	1967-07-19	344	A
USGS	01549700	1967-07-20	321	A
USGS	01549700	1967-07-21	608	A
USGS	01549700	1967-07-22	996	A
USGS	01549700	1967-07-23	706	A
USGS	01549700	1967-07-24	579	A
USGS	01549700	1967-07-25	872	A
USGS	01549700	1967-07-26	722	A
USGS	01549700	1967-07-27	594	A
USGS	01549700	1967-07-28	565	A
USGS	01549700	1967-07-29	536	A
USGS	01549700	1967-07-30	494	A
USGS	01549700	1967-07-31	434	A
USGS	01549700	1967-08-01	543	A
USGS	01549700	1967-08-02	641	A
USGS	01549700	1967-08-03	594	A
USGS	01549700	1967-08-04	1430	A
USGS	01549700	1967-08-05	1290	A
USGS	01549700	1967-08-06	830	A
USGS	01549700	1967-08-07	689	A
USGS	01549700	1967-08-08	610	A
USGS	01549700	1967-08-09	536	A
USGS	01549700	1967-08-10	594	A
USGS	01549700	1967-08-11	480	A
USGS	01549700	1967-08-12	415	A
USGS	01549700	1967-08-13	361	A
USGS	01549700	1967-08-14	321	A
USGS	01549700	1967-08-15	311	A
USGS	01549700	1967-08-16	290	A
USGS	01549700	1967-08-17	260	A
USGS	01549700	1967-08-18	250	A
USGS	01549700	1967-08-19	241	A
USGS	01549700	1967-08-20	241	A
USGS	01549700	1967-08-21	350	A
USGS	01549700	1967-08-22	367	A
USGS	01549700	1967-08-23	332	A
USGS	01549700	1967-08-24	255	A
USGS	01549700	1967-08-25	231	A
USGS	01549700	1967-08-26	231	A
USGS	01549700	1967-08-27	338	A
USGS	01549700	1967-08-28	579	A
USGS	01549700	1967-08-29	656	A
USGS	01549700	1967-08-30	536	A
USGS	01549700	1967-08-31	474	A
USGS	01549700	1967-09-01	870	A
USGS	01549700	1967-09-02	681	A
USGS	01549700	1967-09-03	594	A
USGS	01549700	1967-09-04	521	A
USGS	01549700	1967-09-05	467	A
USGS	01549700	1967-09-06	415	A
USGS	01549700	1967-09-07	367	A
USGS	01549700	1967-09-08	332	A
USGS	01549700	1967-09-09	305	A
USGS	01549700	1967-09-10	311	A
USGS	01549700	1967-09-11	290	A
USGS	01549700	1967-09-12	269	A
USGS	01549700	1967-09-13	231	A
USGS	01549700	1967-09-14	214	A
USGS	01549700	1967-09-15	197	A
USGS	01549700	1967-09-16	180	A
USGS	01549700	1967-09-17	165	A
USGS	01549700	1967-09-18	158	A
USGS	01549700	1967-09-19	165	A
USGS	01549700	1967-09-20	162	A
USGS	01549700	1967-09-21	154	A
USGS	01549700	1967-09-22	210	A
USGS	01549700	1967-09-23	240	A
USGS	01549700	1967-09-24	200	A
USGS	01549700	1967-09-25	170	A
USGS	01549700	1967-09-26	150	A
USGS	01549700	1967-09-27	140	A
USGS	01549700	1967-09-28	576	A
USGS	01549700	1967-09-29	1210	A
USGS	01549700	1967-09-30	2600	A
USGS	01549700	1967-10-01	1350	A
USGS	01549700	1967-10-02	963	A
USGS	01549700	1967-10-03	860	A
USGS	01549700	1967-10-04	784	A
USGS	01549700	1967-10-05	689	A
USGS	01549700	1967-10-06	610	A
USGS	01549700	1967-10-07	521	A
USGS	01549700	1967-10-08	467	A
USGS	01549700	1967-10-09	447	A
USGS	01549700	1967-10-10	440	A
USGS	01549700	1967-10-11	428	A
USGS	01549700	1967-10-12	390	A
USGS	01549700	1967-10-13	367	A
USGS	01549700	1967-10-14	338	A
USGS	01549700	1967-10-15	316	A
USGS	01549700	1967-10-16	295	A
USGS	01549700	1967-10-17	241	A
USGS	01549700	1967-10-18	258	A
USGS	01549700	1967-10-19	2880	A
USGS	01549700	1967-10-20	2080	A
USGS	01549700	1967-10-21	1370	A
USGS	01549700	1967-10-22	1090	A
USGS	01549700	1967-10-23	952	A
USGS	01549700	1967-10-24	794	A
USGS	01549700	1967-10-25	781	A
USGS	01549700	1967-10-26	7210	A
USGS	01549700	1967-10-27	3900	A
USGS	01549700	1967-10-28	3210	A
USGS	01549700	1967-10-29	2720	A
USGS	01549700	1967-10-30	1910	A
USGS	01549700	1967-10-31	1590	A
USGS	01549700	1967-11-01	1250	A
USGS	01549700	1967-11-02	1100	A
USGS	01549700	1967-11-03	5460	A
USGS	01549700	1967-11-04	3360	A
USGS	01549700	1967-11-05	2800	A
USGS	01549700	1967-11-06	2390	A
USGS	01549700	1967-11-07	1930	A
USGS	01549700	1967-11-08	1860	A
USGS	01549700	1967-11-09	1650	A
USGS	01549700	1967-11-10	1530	A
USGS	01549700	1967-11-11	1430	A
USGS	01549700	1967-11-12	1360	A
USGS	01549700	1967-11-13	1270	A
USGS	01549700	1967-11-14	1170	A
USGS	01549700	1967-11-15	1110	A
USGS	01549700	1967-11-16	1030	A
USGS	01549700	1967-11-17	984	A
USGS	01549700	1967-11-18	1030	A
USGS	01549700	1967-11-19	1200	A
USGS	01549700	1967-11-20	1130	A
USGS	01549700	1967-11-21	1030	A
USGS	01549700	1967-11-22	984	A
USGS	01549700	1967-11-23	1350	A
USGS	01549700	1967-11-24	2540	A
USGS	01549700	1967-11-25	2500	A
USGS	01549700	1967-11-26	2270	A
USGS	01549700	1967-11-27	2030	A
USGS	01549700	1967-11-28	1850	A
USGS	01549700	1967-11-29	1720	A
USGS	01549700	1967-11-30	1560	A
USGS	01549700	1967-12-01	1560	A
USGS	01549700	1967-12-02	1380	A
USGS	01549700	1967-12-03	1530	A
USGS	01549700	1967-12-04	1580	A
USGS	01549700	1967-12-05	1430	A
USGS	01549700	1967-12-06	1370	A
USGS	01549700	1967-12-07	1360	A
USGS	01549700	1967-12-08	1560	A
USGS	01549700	1967-12-09	1640	A
USGS	01549700	1967-12-10	1590	A
USGS	01549700	1967-12-11	1640	A
USGS	01549700	1967-12-12	2110	A
USGS	01549700	1967-12-13	2880	A
USGS	01549700	1967-12-14	2840	A
USGS	01549700	1967-12-15	2780	A
USGS	01549700	1967-12-16	2720	A
USGS	01549700	1967-12-17	2500	A
USGS	01549700	1967-12-18	2290	A
USGS	01549700	1967-12-19	2010	A
USGS	01549700	1967-12-20	1670	A
USGS	01549700	1967-12-21	1500	A
USGS	01549700	1967-12-22	1460	A
USGS	01549700	1967-12-23	1380	A
USGS	01549700	1967-12-24	1360	A
USGS	01549700	1967-12-25	1200	A
USGS	01549700	1967-12-26	1000	A
USGS	01549700	1967-12-27	840	A
USGS	01549700	1967-12-28	740	A
USGS	01549700	1967-12-29	680	A
USGS	01549700	1967-12-30	640	A
USGS	01549700	1967-12-31	600	A
USGS	01549700	1968-01-01	580	A
USGS	01549700	1968-01-02	540	A
USGS	01549700	1968-01-03	500	A
USGS	01549700	1968-01-04	460	A
USGS	01549700	1968-01-05	440	A
USGS	01549700	1968-01-06	420	A
USGS	01549700	1968-01-07	410	A
USGS	01549700	1968-01-08	390	A
USGS	01549700	1968-01-09	390	A
USGS	01549700	1968-01-10	390	A
USGS	01549700	1968-01-11	380	A
USGS	01549700	1968-01-12	380	A
USGS	01549700	1968-01-13	430	A
USGS	01549700	1968-01-14	520	A
USGS	01549700	1968-01-15	620	A
USGS	01549700	1968-01-16	580	A
USGS	01549700	1968-01-17	540	A
USGS	01549700	1968-01-18	520	A
USGS	01549700	1968-01-19	520	A
USGS	01549700	1968-01-20	540	A
USGS	01549700	1968-01-21	580	A
USGS	01549700	1968-01-22	600	A
USGS	01549700	1968-01-23	600	A
USGS	01549700	1968-01-24	580	A
USGS	01549700	1968-01-25	540	A
USGS	01549700	1968-01-26	500	A
USGS	01549700	1968-01-27	540	A
USGS	01549700	1968-01-28	660	A
USGS	01549700	1968-01-29	860	A
USGS	01549700	1968-01-30	1400	A
USGS	01549700	1968-01-31	4800	A
USGS	01549700	1968-02-01	4500	A
USGS	01549700	1968-02-02	4200	A
USGS	01549700	1968-02-03	4630	A
USGS	01549700	1968-02-04	3520	A
USGS	01549700	1968-02-05	2720	A
USGS	01549700	1968-02-06	2130	A
USGS	01549700	1968-02-07	1960	A
USGS	01549700	1968-02-08	1780	A
USGS	01549700	1968-02-09	1470	A
USGS	01549700	1968-02-10	1220	A
USGS	01549700	1968-02-11	1100	A
USGS	01549700	1968-02-12	1000	A
USGS	01549700	1968-02-13	900	A
USGS	01549700	1968-02-14	820	A
USGS	01549700	1968-02-15	760	A
USGS	01549700	1968-02-16	700	A
USGS	01549700	1968-02-17	640	A
USGS	01549700	1968-02-18	600	A
USGS	01549700	1968-02-19	560	A
USGS	01549700	1968-02-20	520	A
USGS	01549700	1968-02-21	480	A
USGS	01549700	1968-02-22	460	A
USGS	01549700	1968-02-23	540	A
USGS	01549700	1968-02-24	580	A
USGS	01549700	1968-02-25	560	A
USGS	01549700	1968-02-26	520	A
USGS	01549700	1968-02-27	500	A
USGS	01549700	1968-02-28	480	A
USGS	01549700	1968-02-29	470	A
USGS	01549700	1968-03-01	450	A
USGS	01549700	1968-03-02	410	A
USGS	01549700	1968-03-03	380	A
USGS	01549700	1968-03-04	400	A
USGS	01549700	1968-03-05	450	A
USGS	01549700	1968-03-06	410	A
USGS	01549700	1968-03-07	390	A
USGS	01549700	1968-03-08	380	A
USGS	01549700	1968-03-09	390	A
USGS	01549700	1968-03-10	600	A
USGS	01549700	1968-03-11	540	A
USGS	01549700	1968-03-12	480	A
USGS	01549700	1968-03-13	450	A
USGS	01549700	1968-03-14	420	A
USGS	01549700	1968-03-15	460	A
USGS	01549700	1968-03-16	530	A
USGS	01549700	1968-03-17	3940	A
USGS	01549700	1968-03-18	2280	A
USGS	01549700	1968-03-19	2150	A
USGS	01549700	1968-03-20	2650	A
USGS	01549700	1968-03-21	3660	A
USGS	01549700	1968-03-22	6420	A
USGS	01549700	1968-03-23	10200	A
USGS	01549700	1968-03-24	10500	A
USGS	01549700	1968-03-25	7320	A
USGS	01549700	1968-03-26	4760	A
USGS	01549700	1968-03-27	3710	A
USGS	01549700	1968-03-28	3300	A
USGS	01549700	1968-03-29	3040	A
USGS	01549700	1968-03-30	2780	A
USGS	01549700	1968-03-31	2500	A
USGS	01549700	1968-04-01	3360	A
USGS	01549700	1968-04-02	3500	A
USGS	01549700	1968-04-03	3170	A
USGS	01549700	1968-04-04	2840	A
USGS	01549700	1968-04-05	2450	A
USGS	01549700	1968-04-06	2100	A
USGS	01549700	1968-04-07	1880	A
USGS	01549700	1968-04-08	1690	A
USGS	01549700	1968-04-09	1470	A
USGS	01549700	1968-04-10	1300	A
USGS	01549700	1968-04-11	1220	A
USGS	01549700	1968-04-12	1130	A
USGS	01549700	1968-04-13	1100	A
USGS	01549700	1968-04-14	962	A
USGS	01549700	1968-04-15	890	A
USGS	01549700	1968-04-16	880	A
USGS	01549700	1968-04-17	840	A
USGS	01549700	1968-04-18	802	A
USGS	01549700	1968-04-19	764	A
USGS	01549700	1968-04-20	745	A
USGS	01549700	1968-04-21	709	A
USGS	01549700	1968-04-22	745	A
USGS	01549700	1968-04-23	745	A
USGS	01549700	1968-04-24	718	A
USGS	01549700	1968-04-25	727	A
USGS	01549700	1968-04-26	764	A
USGS	01549700	1968-04-27	802	A
USGS	01549700	1968-04-28	812	A
USGS	01549700	1968-04-29	764	A
USGS	01549700	1968-04-30	709	A
USGS	01549700	1968-05-01	700	A
USGS	01549700	1968-05-02	691	A
USGS	01549700	1968-05-03	682	A
USGS	01549700	1968-05-04	880	A
USGS	01549700	1968-05-05	1010	A
USGS	01549700	1968-05-06	1030	A
USGS	01549700	1968-05-07	1050	A
USGS	01549700	1968-05-08	1030	A
USGS	01549700	1968-05-09	1010	A
USGS	01549700	1968-05-10	1200	A
USGS	01549700	1968-05-11	1340	A
USGS	01549700	1968-05-12	6290	A
USGS	01549700	1968-05-13	5680	A
USGS	01549700	1968-05-14	4580	A
USGS	01549700	1968-05-15	3450	A
USGS	01549700	1968-05-16	3000	A
USGS	01549700	1968-05-17	2920	A
USGS	01549700	1968-05-18	2760	A
USGS	01549700	1968-05-19	3210	A
USGS	01549700	1968-05-20	3850	A
USGS	01549700	1968-05-21	3570	A
USGS	01549700	1968-05-22	3300	A
USGS	01549700	1968-05-23	2960	A
USGS	01549700	1968-05-24	2690	A
USGS	01549700	1968-05-25	2390	A
USGS	01549700	1968-05-26	2010	A
USGS	01549700	1968-05-27	1650	A
USGS	01549700	1968-05-28	1610	A
USGS	01549700	1968-05-29	5190	A
USGS	01549700	1968-05-30	6910	A
USGS	01549700	1968-05-31	9350	A
USGS	01549700	1968-06-01	7110	A
USGS	01549700	1968-06-02	4920	A
USGS	01549700	1968-06-03	3800	A
USGS	01549700	1968-06-04	3710	A
USGS	01549700	1968-06-05	2840	A
USGS	01549700	1968-06-06	2220	A
USGS	01549700	1968-06-07	1560	A
USGS	01549700	1968-06-08	1410	A
USGS	01549700	1968-06-09	1270	A
USGS	01549700	1968-06-10	1210	A
USGS	01549700	1968-06-11	3550	A
USGS	01549700	1968-06-12	5100	A
USGS	01549700	1968-06-13	5460	A
USGS	01549700	1968-06-14	3780	A
USGS	01549700	1968-06-15	2840	A
USGS	01549700	1968-06-16	2230	A
USGS	01549700	1968-06-17	1910	A
USGS	01549700	1968-06-18	1780	A
USGS	01549700	1968-06-19	1640	A
USGS	01549700	1968-06-20	1500	A
USGS	01549700	1968-06-21	1300	A
USGS	01549700	1968-06-22	1170	A
USGS	01549700	1968-06-23	1050	A
USGS	01549700	1968-06-24	860	A
USGS	01549700	1968-06-25	736	A
USGS	01549700	1968-06-26	1070	A
USGS	01549700	1968-06-27	1400	A
USGS	01549700	1968-06-28	2430	A
USGS	01549700	1968-06-29	2450	A
USGS	01549700	1968-06-30	2060	A
USGS	01549700	1968-07-01	1700	A
USGS	01549700	1968-07-02	1480	A
USGS	01549700	1968-07-03	1210	A
USGS	01549700	1968-07-04	1040	A
USGS	01549700	1968-07-05	860	A
USGS	01549700	1968-07-06	718	A
USGS	01549700	1968-07-07	638	A
USGS	01549700	1968-07-08	570	A
USGS	01549700	1968-07-09	514	A
USGS	01549700	1968-07-10	482	A
USGS	01549700	1968-07-11	459	A
USGS	01549700	1968-07-12	459	A
USGS	01549700	1968-07-13	428	A
USGS	01549700	1968-07-14	384	A
USGS	01549700	1968-07-15	355	A
USGS	01549700	1968-07-16	333	A
USGS	01549700	1968-07-17	299	A
USGS	01549700	1968-07-18	260	A
USGS	01549700	1968-07-19	235	A
USGS	01549700	1968-07-20	222	A
USGS	01549700	1968-07-21	210	A
USGS	01549700	1968-07-22	205	A
USGS	01549700	1968-07-23	205	A
USGS	01549700	1968-07-24	188	A
USGS	01549700	1968-07-25	306	A
USGS	01549700	1968-07-26	326	A
USGS	01549700	1968-07-27	272	A
USGS	01549700	1968-07-28	216	A
USGS	01549700	1968-07-29	178	A
USGS	01549700	1968-07-30	138	A
USGS	01549700	1968-07-31	130	A
USGS	01549700	1968-08-01	112	A
USGS	01549700	1968-08-02	241	A
USGS	01549700	1968-08-03	241	A
USGS	01549700	1968-08-04	205	A
USGS	01549700	1968-08-05	178	A
USGS	01549700	1968-08-06	253	A
USGS	01549700	1968-08-07	413	A
USGS	01549700	1968-08-08	369	A
USGS	01549700	1968-08-09	260	A
USGS	01549700	1968-08-10	199	A
USGS	01549700	1968-08-11	178	A
USGS	01549700	1968-08-12	156	A
USGS	01549700	1968-08-13	143	A
USGS	01549700	1968-08-14	130	A
USGS	01549700	1968-08-15	116	A
USGS	01549700	1968-08-16	102	A
USGS	01549700	1968-08-17	93.0	A
USGS	01549700	1968-08-18	121	A
USGS	01549700	1968-08-19	112	A
USGS	01549700	1968-08-20	106	A
USGS	01549700	1968-08-21	99.0	A
USGS	01549700	1968-08-22	106	A
USGS	01549700	1968-08-23	121	A
USGS	01549700	1968-08-24	102	A
USGS	01549700	1968-08-25	99.0	A
USGS	01549700	1968-08-26	93.0	A
USGS	01549700	1968-08-27	80.0	A
USGS	01549700	1968-08-28	73.0	A
USGS	01549700	1968-08-29	67.0	A
USGS	01549700	1968-08-30	62.0	A
USGS	01549700	1968-08-31	55.0	A
USGS	01549700	1968-09-01	54.0	A
USGS	01549700	1968-09-02	70.0	A
USGS	01549700	1968-09-03	86.0	A
USGS	01549700	1968-09-04	100	A
USGS	01549700	1968-09-05	98.0	A
USGS	01549700	1968-09-06	720	A
USGS	01549700	1968-09-07	720	A
USGS	01549700	1968-09-08	540	A
USGS	01549700	1968-09-09	482	A
USGS	01549700	1968-09-10	452	A
USGS	01549700	1968-09-11	1120	A
USGS	01549700	1968-09-12	1780	A
USGS	01549700	1968-09-13	1060	A
USGS	01549700	1968-09-14	467	A
USGS	01549700	1968-09-15	260	A
USGS	01549700	1968-09-16	183	A
USGS	01549700	1968-09-17	172	A
USGS	01549700	1968-09-18	147	A
USGS	01549700	1968-09-19	134	A
USGS	01549700	1968-09-20	130	A
USGS	01549700	1968-09-21	121	A
USGS	01549700	1968-09-22	121	A
USGS	01549700	1968-09-23	112	A
USGS	01549700	1968-09-24	167	A
USGS	01549700	1968-09-25	156	A
USGS	01549700	1968-09-26	130	A
USGS	01549700	1968-09-27	112	A
USGS	01549700	1968-09-28	106	A
USGS	01549700	1968-09-29	93.0	A
USGS	01549700	1968-09-30	93.0	A
USGS	01549700	1968-10-01	86.0	A
USGS	01549700	1968-10-02	83.0	A
USGS	01549700	1968-10-03	83.0	A
USGS	01549700	1968-10-04	80.0	A
USGS	01549700	1968-10-05	80.0	A
USGS	01549700	1968-10-06	80.0	A
USGS	01549700	1968-10-07	86.0	A
USGS	01549700	1968-10-08	99.0	A
USGS	01549700	1968-10-09	93.0	A
USGS	01549700	1968-10-10	86.0	A
USGS	01549700	1968-10-11	93.0	A
USGS	01549700	1968-10-12	86.0	A
USGS	01549700	1968-10-13	83.0	A
USGS	01549700	1968-10-14	76.0	A
USGS	01549700	1968-10-15	76.0	A
USGS	01549700	1968-10-16	71.0	A
USGS	01549700	1968-10-17	67.0	A
USGS	01549700	1968-10-18	67.0	A
USGS	01549700	1968-10-19	166	A
USGS	01549700	1968-10-20	270	A
USGS	01549700	1968-10-21	190	A
USGS	01549700	1968-10-22	156	A
USGS	01549700	1968-10-23	130	A
USGS	01549700	1968-10-24	121	A
USGS	01549700	1968-10-25	262	A
USGS	01549700	1968-10-26	376	A
USGS	01549700	1968-10-27	247	A
USGS	01549700	1968-10-28	188	A
USGS	01549700	1968-10-29	172	A
USGS	01549700	1968-10-30	147	A
USGS	01549700	1968-10-31	138	A
USGS	01549700	1968-11-01	130	A
USGS	01549700	1968-11-02	121	A
USGS	01549700	1968-11-03	112	A
USGS	01549700	1968-11-04	99.0	A
USGS	01549700	1968-11-05	93.0	A
USGS	01549700	1968-11-06	90.0	A
USGS	01549700	1968-11-07	260	A
USGS	01549700	1968-11-08	1130	A
USGS	01549700	1968-11-09	830	A
USGS	01549700	1968-11-10	570	A
USGS	01549700	1968-11-11	444	A
USGS	01549700	1968-11-12	406	A
USGS	01549700	1968-11-13	355	A
USGS	01549700	1968-11-14	428	A
USGS	01549700	1968-11-15	444	A
USGS	01549700	1968-11-16	1470	A
USGS	01549700	1968-11-17	3670	A
USGS	01549700	1968-11-18	5050	A
USGS	01549700	1968-11-19	7520	A
USGS	01549700	1968-11-20	4880	A
USGS	01549700	1968-11-21	3040	A
USGS	01549700	1968-11-22	2470	A
USGS	01549700	1968-11-23	1910	A
USGS	01549700	1968-11-24	1650	A
USGS	01549700	1968-11-25	1290	A
USGS	01549700	1968-11-26	1110	A
USGS	01549700	1968-11-27	1010	A
USGS	01549700	1968-11-28	910	A
USGS	01549700	1968-11-29	1150	A
USGS	01549700	1968-11-30	1100	A
USGS	01549700	1968-12-01	1020	A
USGS	01549700	1968-12-02	1030	A
USGS	01549700	1968-12-03	1060	A
USGS	01549700	1968-12-04	2130	A
USGS	01549700	1968-12-05	4250	A
USGS	01549700	1968-12-06	3130	A
USGS	01549700	1968-12-07	2380	A
USGS	01549700	1968-12-08	1980	A
USGS	01549700	1968-12-09	1610	A
USGS	01549700	1968-12-10	1300	A
USGS	01549700	1968-12-11	940	A
USGS	01549700	1968-12-12	1000	A
USGS	01549700	1968-12-13	900	A
USGS	01549700	1968-12-14	780	A
USGS	01549700	1968-12-15	620	A
USGS	01549700	1968-12-16	500	A
USGS	01549700	1968-12-17	470	A
USGS	01549700	1968-12-18	520	A
USGS	01549700	1968-12-19	560	A
USGS	01549700	1968-12-20	540	A
USGS	01549700	1968-12-21	500	A
USGS	01549700	1968-12-22	450	A
USGS	01549700	1968-12-23	400	A
USGS	01549700	1968-12-24	360	A
USGS	01549700	1968-12-25	330	A
USGS	01549700	1968-12-26	300	A
USGS	01549700	1968-12-27	340	A
USGS	01549700	1968-12-28	700	A
USGS	01549700	1968-12-29	3430	A
USGS	01549700	1968-12-30	2430	A
USGS	01549700	1968-12-31	1780	A
USGS	01549700	1969-01-01	1400	A
USGS	01549700	1969-01-02	1000	A
USGS	01549700	1969-01-03	820	A
USGS	01549700	1969-01-04	700	A
USGS	01549700	1969-01-05	600	A
USGS	01549700	1969-01-06	560	A
USGS	01549700	1969-01-07	540	A
USGS	01549700	1969-01-08	560	A
USGS	01549700	1969-01-09	560	A
USGS	01549700	1969-01-10	540	A
USGS	01549700	1969-01-11	520	A
USGS	01549700	1969-01-12	490	A
USGS	01549700	1969-01-13	460	A
USGS	01549700	1969-01-14	420	A
USGS	01549700	1969-01-15	390	A
USGS	01549700	1969-01-16	370	A
USGS	01549700	1969-01-17	360	A
USGS	01549700	1969-01-18	400	A
USGS	01549700	1969-01-19	460	A
USGS	01549700	1969-01-20	450	A
USGS	01549700	1969-01-21	410	A
USGS	01549700	1969-01-22	390	A
USGS	01549700	1969-01-23	380	A
USGS	01549700	1969-01-24	450	A
USGS	01549700	1969-01-25	700	A
USGS	01549700	1969-01-26	1000	A
USGS	01549700	1969-01-27	880	A
USGS	01549700	1969-01-28	760	A
USGS	01549700	1969-01-29	700	A
USGS	01549700	1969-01-30	1100	A
USGS	01549700	1969-01-31	1800	A
USGS	01549700	1969-02-01	2300	A
USGS	01549700	1969-02-02	1900	A
USGS	01549700	1969-02-03	1600	A
USGS	01549700	1969-02-04	1300	A
USGS	01549700	1969-02-05	1100	A
USGS	01549700	1969-02-06	900	A
USGS	01549700	1969-02-07	760	A
USGS	01549700	1969-02-08	680	A
USGS	01549700	1969-02-09	620	A
USGS	01549700	1969-02-10	580	A
USGS	01549700	1969-02-11	520	A
USGS	01549700	1969-02-12	470	A
USGS	01549700	1969-02-13	420	A
USGS	01549700	1969-02-14	370	A
USGS	01549700	1969-02-15	320	A
USGS	01549700	1969-02-16	300	A
USGS	01549700	1969-02-17	320	A
USGS	01549700	1969-02-18	340	A
USGS	01549700	1969-02-19	330	A
USGS	01549700	1969-02-20	320	A
USGS	01549700	1969-02-21	320	A
USGS	01549700	1969-02-22	320	A
USGS	01549700	1969-02-23	330	A
USGS	01549700	1969-02-24	350	A
USGS	01549700	1969-02-25	340	A
USGS	01549700	1969-02-26	330	A
USGS	01549700	1969-02-27	310	A
USGS	01549700	1969-02-28	290	A
USGS	01549700	1969-03-01	280	A
USGS	01549700	1969-03-02	270	A
USGS	01549700	1969-03-03	260	A
USGS	01549700	1969-03-04	250	A
USGS	01549700	1969-03-05	230	A
USGS	01549700	1969-03-06	230	A
USGS	01549700	1969-03-07	240	A
USGS	01549700	1969-03-08	230	A
USGS	01549700	1969-03-09	230	A
USGS	01549700	1969-03-10	210	A
USGS	01549700	1969-03-11	180	A
USGS	01549700	1969-03-12	170	A
USGS	01549700	1969-03-13	180	A
USGS	01549700	1969-03-14	190	A
